Task name,start time,end time,left click,right click,keystroke
Excel,20130204:175315,20130204:175319,0,0,0
Excel,20130204:175319,20130204:175514,0,0,3
Excel,20130204:175514,20130204:175622,0,0,0
others,20130204:175622,20130204:175628,0,0,0
others,20130204:175633,20130204:175634,0,0,3
others,20130204:175634,20130204:175719,0,0,63
others,20130204:175719,20130204:175735,0,0,0
others,20130204:175735,20130204:175838,0,0,61
others,20130204:175838,20130204:175839,0,0,2
others,20130204:175839,20130204:175842,0,0,1
others,20130204:175842,20130204:175847,0,0,0
others,20130204:175847,20130204:175849,0,0,0
others,20130204:175849,20130204:175908,0,0,2
others,20130204:175908,20130204:175930,0,0,21
others,20130204:175930,20130204:175934,0,0,1
others,20130204:175934,20130204:175946,0,0,2
others,20130204:175946,20130204:175958,0,0,6
others,20130204:175958,20130204:180001,0,0,1
others,20130204:180002,20130204:180005,0,0,2
others,20130204:180005,20130204:180006,0,0,3
others,20130204:180006,20130204:180007,0,0,1
others,20130204:180007,20130204:180010,0,0,0
others,20130204:180010,20130204:180014,0,0,0
others,20130204:180014,20130204:180015,0,0,0
others,20130204:180015,20130204:180020,0,0,0
others,20130204:180020,20130204:180025,0,0,6
others,20130204:180025,20130204:180055,0,0,0
others,20130204:180055,20130204:180139,0,0,2
others,20130204:180139,20130204:180237,0,0,55
others,20130204:180237,20130204:180247,0,0,2
others,20130204:180247,20130204:180257,0,0,23
others,20130204:180257,20130204:180301,0,0,1
others,20130204:180301,20130204:180302,0,0,2
others,20130204:180302,20130204:180312,0,0,1
others,20130204:180312,20130204:180318,0,0,0
others,20130204:180318,20130204:180342,0,0,0
others,20130204:180342,20130204:180347,0,0,0
others,20130204:180347,20130204:180406,0,0,2
file operation,20130204:180406,20130204:180407,0,0,0
Excel,20130204:180407,20130204:180445,0,0,0
others,20130204:180446,20130204:180449,0,0,0
others,20130204:180451,20130204:180514,0,0,0
others,20130204:180514,20130204:180603,0,0,0
Excel,20130204:180603,20130204:180646,0,0,0
others,20130204:180646,20130204:180650,0,0,0
Excel,20130204:180836,20130204:180838,0,0,2
others,20130204:180838,20130204:180845,0,0,2
others,20130204:180845,20130204:180848,0,0,0
Excel,20130204:180848,20130204:180918,0,0,4
others,20130204:180918,20130204:181014,0,0,6
others,20130204:181014,20130204:181036,0,0,13
others,20130204:181036,20130204:181038,0,0,0
others,20130204:181038,20130204:181047,0,0,1
others,20130204:181047,20130204:181051,0,0,0
others,20130204:181051,20130204:181144,0,0,0
others,20130204:181144,20130204:181150,0,0,2
others,20130204:181150,20130204:181218,0,0,32
others,20130204:181218,20130204:181233,0,0,1
others,20130204:181233,20130204:181255,0,0,1
others,20130204:181255,20130204:181304,0,0,10
others,20130204:181304,20130204:181312,0,0,2
others,20130204:181312,20130204:181327,0,0,1
others,20130204:181327,20130204:181406,0,0,20
others,20130204:181406,20130204:181407,0,0,2
others,20130204:181407,20130204:181410,0,0,0
others,20130204:181410,20130204:181431,0,0,3
others,20130204:181431,20130204:181432,0,0,2
others,20130204:181432,20130204:181436,0,0,1
others,20130204:181436,20130204:181456,0,0,17
others,20130204:181456,20130204:181458,0,0,1
others,20130204:181458,20130204:181501,0,0,1
others,20130204:181501,20130204:181515,0,0,13
others,20130204:181515,20130204:181516,0,0,1
others,20130204:181516,20130204:181518,0,0,0
others,20130204:181518,20130204:181528,0,0,0
others,20130204:181528,20130204:181538,0,0,6
others,20130204:181538,20130204:181541,0,0,1
others,20130204:181541,20130204:181547,0,0,5
others,20130204:181547,20130204:181558,0,0,9
others,20130204:181558,20130204:181559,0,0,0
others,20130204:181559,20130204:181604,0,0,1
others,20130204:181604,20130204:181613,0,0,8
others,20130204:181613,20130204:181617,0,0,1
others,20130204:181617,20130204:181626,0,0,0
others,20130204:181626,20130204:181712,0,0,2
file operation,20130204:181712,20130204:181713,0,0,0
file operation,20130204:181713,20130204:181715,0,0,0
file operation,20130204:181715,20130204:181717,0,0,0
file operation,20130204:181717,20130204:181723,0,0,0
others,20130204:181723,20130204:181724,0,0,3
others,20130204:181724,20130204:181726,0,0,0
others,20130204:181726,20130204:181730,0,0,0
others,20130204:181730,20130204:181732,0,0,0
others,20130204:181732,20130204:181919,0,0,2
others,20130204:181919,20130204:181920,0,0,0
others,20130204:181920,20130204:181929,0,0,0
others,20130204:181929,20130204:182012,0,0,29
others,20130204:182012,20130204:182014,0,0,0
others,20130204:182014,20130204:182015,0,0,0
others,20130204:182015,20130204:182023,0,0,0
others,20130204:182023,20130204:182035,0,0,0
others,20130204:182035,20130204:182057,0,0,0
others,20130204:182057,20130204:182106,0,0,4
others,20130204:182106,20130204:182118,0,0,11
others,20130204:182118,20130204:182120,0,0,1
others,20130204:182120,20130204:182125,0,0,1
others,20130204:182125,20130204:182130,0,0,2
others,20130204:182130,20130204:182131,0,0,3
others,20130204:182131,20130204:182133,0,0,0
others,20130204:182133,20130204:182134,0,0,0
others,20130204:182134,20130204:182212,0,0,31
others,20130204:182212,20130204:182213,0,0,1
others,20130204:182213,20130204:182227,0,0,0
others,20130204:182227,20130204:182229,0,0,0
others,20130204:182229,20130204:182413,0,0,2
others,20130204:182413,20130204:182416,0,0,0
file operation,20130204:182416,20130204:182418,0,0,0
file operation,20130204:182418,20130204:182419,0,0,0
file operation,20130204:182419,20130204:182425,0,0,0
file operation,20130204:182425,20130204:182429,0,0,0
others,20130204:182429,20130204:182431,0,0,0
file operation,20130204:182431,20130204:182433,0,0,0
others,20130204:182433,20130204:182437,0,0,3
others,20130204:182437,20130204:182438,0,0,0
others,20130204:182438,20130204:182439,0,0,0
others,20130204:182439,20130204:182515,0,0,0
others,20130204:182515,20130204:182633,0,0,2
others,20130204:182633,20130204:182637,0,0,0
others,20130204:182637,20130204:182639,0,0,0
others,20130204:182639,20130204:182643,0,0,1
others,20130204:182643,20130204:182659,0,0,12
others,20130204:182659,20130204:182701,0,0,2
others,20130204:182701,20130204:182718,0,0,0
others,20130204:182718,20130204:182739,0,0,1
others,20130204:182739,20130204:182802,0,0,16
others,20130204:182802,20130204:182803,0,0,3
others,20130204:182803,20130204:182810,0,0,0
others,20130204:182810,20130204:182824,0,0,0
others,20130204:182824,20130204:182829,0,0,4
others,20130204:182829,20130204:182830,0,0,2
others,20130204:182830,20130204:182838,0,0,0
others,20130204:182838,20130204:182850,0,0,1
others,20130204:182850,20130204:182940,0,0,39
others,20130204:182940,20130204:182941,0,0,1
others,20130204:182941,20130204:182943,0,0,0
others,20130204:182943,20130204:182946,0,0,1
others,20130204:182946,20130204:182949,0,0,3
others,20130204:182949,20130204:182952,0,0,1
others,20130204:182952,20130204:182955,0,0,1
others,20130204:182955,20130204:183001,0,0,3
others,20130204:183001,20130204:183002,0,0,2
others,20130204:183002,20130204:183004,0,0,1
others,20130204:183004,20130204:183015,0,0,0
others,20130204:183015,20130204:183037,0,0,1
others,20130204:183037,20130204:183038,0,0,2
others,20130204:183038,20130204:183040,0,0,1
others,20130204:183040,20130204:183044,0,0,1
others,20130204:183044,20130204:183110,0,0,32
others,20130204:183110,20130204:183117,0,0,1
others,20130204:183117,20130204:183154,0,0,4
others,20130204:183154,20130204:183204,0,0,3
others,20130204:183204,20130204:183206,0,0,1
others,20130204:183206,20130204:183220,0,0,0
others,20130204:183220,20130204:183239,0,0,8
others,20130204:183239,20130204:183245,0,0,1
others,20130204:183246,20130204:183248,0,0,0
file operation,20130204:183248,20130204:183249,0,0,0
Excel,20130204:183249,20130204:183255,0,0,2
others,20130204:183255,20130204:183259,0,0,2
others,20130204:183259,20130204:183311,0,0,10
others,20130204:183311,20130204:183313,0,0,0
others,20130204:183314,20130204:183324,0,0,1
others,20130204:183324,20130204:183344,0,0,1
others,20130204:183344,20130204:183431,0,0,9
file operation,20130204:183431,20130204:183433,0,0,0
Excel,20130204:183433,20130204:183446,0,0,2
others,20130204:183446,20130204:183500,0,0,4
others,20130204:183500,20130204:183515,0,0,0
others,20130204:183515,20130204:183530,0,0,2
others,20130204:183530,20130204:183533,0,0,6
others,20130204:183533,20130204:183534,0,0,0
others,20130204:183534,20130204:183546,0,0,1
others,20130204:183546,20130204:183551,0,0,1
others,20130204:183551,20130204:183556,0,0,4
others,20130204:183556,20130204:183559,0,0,1
others,20130204:183559,20130204:183600,0,0,2
others,20130204:183600,20130204:183604,0,0,0
file operation,20130204:183604,20130204:183605,0,0,0
Excel,20130204:183605,20130204:183613,0,0,3
others,20130204:183613,20130204:183618,0,0,2
Excel,20130204:183618,20130204:183625,0,0,2
others,20130204:183625,20130204:183628,0,0,1
others,20130204:183628,20130204:183633,0,0,4
others,20130204:183633,20130204:183735,0,0,1
others,20130204:183735,20130204:183743,0,0,2
others,20130204:183743,20130204:183915,0,0,133
others,20130204:183915,20130204:183932,0,0,4
others,20130204:183932,20130204:184007,0,0,35
others,20130204:184007,20130204:184016,0,0,0
others,20130204:184016,20130204:184017,0,0,0
others,20130204:184017,20130204:184031,0,0,12
others,20130204:184031,20130204:184032,0,0,2
others,20130204:184032,20130204:184051,0,0,1
others,20130204:184051,20130204:184052,0,0,0
others,20130204:184052,20130204:184058,0,0,6
others,20130204:184058,20130204:184059,0,0,0
others,20130204:184059,20130204:184145,0,0,1
others,20130204:184145,20130204:184149,0,0,4
others,20130204:184149,20130204:184243,0,0,117
others,20130204:184243,20130204:184246,0,0,1
others,20130204:184246,20130204:184248,0,0,1
others,20130204:184248,20130204:184254,0,0,16
others,20130204:184254,20130204:184255,0,0,1
others,20130204:184255,20130204:184300,0,0,0
others,20130204:184300,20130204:184305,0,0,0
others,20130204:184305,20130204:184306,0,0,4
others,20130204:184306,20130204:184307,0,0,1
others,20130204:184307,20130204:184316,0,0,0
others,20130204:184316,20130204:184320,0,0,1
others,20130204:184320,20130204:184321,0,0,3
others,20130204:184321,20130204:184322,0,0,1
others,20130204:184322,20130204:184339,0,0,0
others,20130204:184339,20130204:184343,0,0,4
others,20130204:184343,20130204:184421,0,0,74
others,20130204:184421,20130204:184422,0,0,1
others,20130204:184422,20130204:184427,0,0,0
others,20130204:184427,20130204:184432,0,0,3
others,20130204:184432,20130204:184516,0,0,10
others,20130204:184516,20130204:184724,0,0,2
others,20130204:184724,20130204:184733,0,0,1
others,20130204:184733,20130204:184742,0,0,0
others,20130204:184742,20130204:184747,0,0,5
others,20130204:184747,20130204:184758,0,0,1
others,20130204:184758,20130204:184759,0,0,2
others,20130204:184759,20130204:184817,0,0,35
others,20130204:184817,20130204:184818,0,0,2
others,20130204:184818,20130204:184823,0,0,0
others,20130204:184823,20130204:184828,0,0,2
others,20130204:184828,20130204:184838,0,0,0
others,20130204:184838,20130204:184841,0,0,0
others,20130204:184841,20130204:184845,0,0,1
others,20130204:184845,20130204:185016,0,0,0
others,20130204:185016,20130204:185303,0,0,6
others,20130204:185303,20130204:185306,0,0,4
file operation,20130204:185306,20130204:185326,0,0,0
file operation,20130204:185326,20130204:185334,0,0,0
file operation,20130204:185334,20130204:185335,0,0,0
file operation,20130204:185335,20130204:185337,0,0,0
file operation,20130204:185337,20130204:185340,0,0,0
file operation,20130204:185340,20130204:185358,0,0,0
file operation,20130204:185358,20130204:185402,0,0,0
others,20130204:185403,20130204:185405,0,0,0
file operation,20130204:185405,20130204:185407,0,0,0
file operation,20130204:185407,20130204:185409,0,0,0
others,20130204:185409,20130204:185410,0,0,0
file operation,20130204:185417,20130204:185422,0,0,0
others,20130204:185422,20130204:185427,0,0,0
file operation,20130204:185427,20130204:185439,0,0,0
others,20130204:185439,20130204:185443,0,0,2
others,20130204:185443,20130204:185445,0,0,0
file operation,20130204:185445,20130204:185446,0,0,0
file operation,20130204:185446,20130204:185454,0,0,0
file operation,20130204:185454,20130204:185516,0,0,11
file operation,20130204:185516,20130204:185553,0,0,12
file operation,20130204:185553,20130204:185557,0,0,0
file operation,20130204:185557,20130204:185558,0,0,0
file operation,20130204:185558,20130204:185607,0,0,0
file operation,20130204:185607,20130204:185608,0,0,2
file operation,20130204:185608,20130204:185610,0,0,2
file operation,20130204:185610,20130204:185620,0,0,0
email,20130204:185620,20130204:185635,0,0,0
file operation,20130204:185635,20130204:185636,0,0,0
browsing,20130204:185636,20130204:185646,0,0,1
browsing,20130204:185646,20130204:185647,0,0,0
browsing,20130204:185647,20130204:185648,0,0,0
browsing,20130204:185648,20130204:185651,0,0,0
browsing,20130204:185651,20130204:185652,0,0,0
browsing,20130204:185652,20130204:185653,0,0,0
browsing,20130204:185653,20130204:185657,0,0,0
file operation,20130204:185657,20130204:185701,0,0,0
browsing,20130204:185701,20130204:185703,0,0,0
file operation,20130204:185703,20130204:185705,0,0,0
file operation,20130204:185705,20130204:185708,0,0,0
Excel,20130204:185708,20130204:185711,0,0,0
Excel,20130204:185711,20130204:185713,0,0,0
Excel,20130204:185713,20130204:185714,0,0,0
Excel,20130204:185714,20130204:185716,0,0,0
Excel,20130204:185716,20130204:185719,0,0,0
Excel,20130204:185719,20130204:185721,0,0,0
file operation,20130204:185721,20130204:185724,0,0,0
file operation,20130204:185724,20130204:185728,0,0,1
file operation,20130204:185728,20130204:185729,0,0,0
file operation,20130204:185729,20130204:185731,0,0,1
file operation,20130204:185731,20130204:185732,0,0,0
file operation,20130204:185732,20130204:185751,0,0,11
Excel,20130204:185751,20130204:185753,0,0,0
Excel,20130204:185753,20130204:185754,0,0,0
Excel,20130204:185754,20130204:185811,0,0,0
Excel,20130204:185812,20130204:185958,0,0,2
browsing,20130204:185958,20130204:190008,0,0,0
browsing,20130204:190008,20130204:190016,0,0,0
browsing,20130204:190016,20130204:190042,0,0,0
Excel,20130204:190042,20130204:190046,0,0,0
others,20130204:190046,20130204:190052,0,0,0
others,20130204:190052,20130204:190055,0,0,0
others,20130204:190055,20130204:190103,0,0,0
others,20130204:190103,20130204:190109,0,0,0
others,20130204:190109,20130204:190112,0,0,0
others,20130204:190112,20130204:190116,0,0,0
others,20130204:190116,20130204:190132,0,0,0
others,20130204:190132,20130204:190134,0,0,0
others,20130204:190134,20130204:190146,0,0,0
others,20130204:190146,20130204:190150,0,0,0
others,20130204:190150,20130204:190158,0,0,0
others,20130204:190158,20130204:190200,0,0,0
file operation,20130204:190200,20130204:190201,0,0,0
Excel,20130204:190201,20130204:190206,0,0,0
others,20130204:190206,20130204:190211,0,0,0
Excel,20130204:190211,20130204:190213,0,0,1
others,20130204:190213,20130204:190242,0,0,0
Excel,20130204:190242,20130204:190323,0,0,1
file operation,20130204:190323,20130204:190324,0,0,0
Excel,20130204:190324,20130204:190338,0,0,19
file operation,20130204:190338,20130204:190339,0,0,0
Excel,20130204:190339,20130204:190342,0,0,1
others,20130204:190342,20130204:190357,0,0,2
Excel,20130204:190357,20130204:190358,0,0,0
file operation,20130204:190358,20130204:190401,0,0,2
file operation,20130204:190401,20130204:190403,0,0,0
file operation,20130204:190403,20130204:190405,0,0,0
file operation,20130204:190405,20130204:190407,0,0,0
Excel,20130204:190407,20130204:190420,0,0,0
file operation,20130204:190420,20130204:190427,0,0,0
others,20130204:190427,20130204:190436,0,0,24
file operation,20130204:190436,20130204:190437,0,0,0
others,20130204:190437,20130204:190442,0,0,0
others,20130204:190442,20130204:190447,0,0,0
others,20130204:190447,20130204:190451,0,0,0
others,20130204:190451,20130204:190454,0,0,0
others,20130204:190454,20130204:190511,0,0,0
Excel,20130204:190511,20130204:190513,0,0,0
others,20130204:190513,20130204:190515,0,0,0
others,20130204:190515,20130204:190516,0,0,0
others,20130204:190516,20130204:190517,0,0,0
others,20130204:190517,20130204:190533,0,0,0
Excel,20130204:190533,20130204:190707,0,0,33
file operation,20130204:190707,20130204:190708,0,0,0
Excel,20130204:190708,20130204:190720,0,0,2
browsing,20130204:190720,20130204:190723,0,0,0
browsing,20130204:190723,20130204:190730,0,0,1
browsing,20130204:190730,20130204:190731,0,0,0
browsing,20130204:190731,20130204:190741,0,0,0
browsing,20130204:190741,20130204:190759,0,0,0
browsing,20130204:190759,20130204:190806,0,0,0
browsing,20130204:190806,20130204:190813,0,0,0
file operation,20130204:190813,20130204:190820,0,0,0
file operation,20130204:190820,20130204:190823,0,0,0
browsing,20130204:190823,20130204:190824,0,0,0
file operation,20130204:190824,20130204:190827,0,0,0
file operation,20130204:190827,20130204:190832,0,0,0
browsing,20130204:190832,20130204:190837,0,0,0
browsing,20130204:190837,20130204:191017,0,0,99
browsing,20130204:191017,20130204:191109,0,0,109
email,20130204:191109,20130204:191122,0,0,0
browsing,20130204:191122,20130204:191125,0,0,0
file operation,20130204:191125,20130204:191145,0,0,0
browsing,20130204:191145,20130204:191149,0,0,0
Excel,20130204:191149,20130204:191151,0,0,0
browsing,20130204:191151,20130204:191153,0,0,0
others,20130204:191153,20130204:191154,0,0,0
others,20130204:191154,20130204:191155,0,0,0
browsing,20130204:191155,20130204:191156,0,0,0
file operation,20130204:191156,20130204:191158,0,0,0
browsing,20130204:191158,20130204:191200,0,0,0
others,20130204:191200,20130204:191207,0,0,2
others,20130204:191207,20130204:191213,0,0,1
others,20130204:191213,20130204:191215,0,0,0
file operation,20130204:191216,20130204:191217,0,0,0
file operation,20130204:191219,20130204:191220,0,0,0
file operation,20130204:191220,20130204:191221,0,0,0
file operation,20130204:191221,20130204:191222,0,0,0
file operation,20130204:191222,20130204:191223,0,0,0
email,20130204:191223,20130204:191227,0,0,0
file operation,20130204:191227,20130204:191230,0,0,0
others,20130204:191230,20130204:191241,0,0,0
others,20130204:191241,20130204:191248,0,0,0
others,20130204:191248,20130204:191259,0,0,0
others,20130204:191259,20130204:191301,0,0,0
others,20130204:191301,20130204:191304,0,0,0
others,20130204:191304,20130204:191305,0,0,0
file operation,20130204:191305,20130204:191307,0,0,0
file operation,20130204:191307,20130204:191308,0,0,0
others,20130204:191308,20130204:191313,0,0,2
others,20130204:191313,20130204:191314,0,0,0
others,20130204:191314,20130204:191342,0,0,3
file operation,20130204:191342,20130204:191345,0,0,0
file operation,20130204:191345,20130204:191346,0,0,0
others,20130204:191346,20130204:191348,0,0,0
file operation,20130204:191348,20130204:191350,0,0,0
file operation,20130204:191350,20130204:191352,0,0,0
file operation,20130204:191352,20130204:191353,0,0,0
file operation,20130204:191353,20130204:191356,0,0,0
file operation,20130204:191356,20130204:191357,0,0,0
browsing,20130204:191357,20130204:191358,0,0,0
browsing,20130204:191358,20130204:191400,0,0,0
browsing,20130204:191400,20130204:191404,0,0,0
browsing,20130204:191404,20130204:191434,0,0,2
browsing,20130204:191434,20130204:191436,0,0,0
browsing,20130204:191436,20130204:191440,0,0,0
browsing,20130204:191440,20130204:191441,0,0,0
TaskPit,20130204:191441,20130204:191444,0,0,0
file operation,20130204:191444,20130204:191446,0,0,0
file operation,20130204:191446,20130204:191448,0,0,0
others,20130204:191448,20130204:191453,0,0,0
TaskPit,20130204:191453,20130204:191510,0,0,0
TaskPit,20130204:191510,20130204:191513,0,0,0
TaskPit,20130204:191513,20130204:191517,0,0,0
file operation,20130205:085303,20130205:085310,0,0,0
browsing,20130205:085310,20130205:085316,0,0,0
browsing,20130205:085316,20130205:085321,1,0,0
browsing,20130205:085321,20130205:085331,1,0,0
browsing,20130205:085331,20130205:085334,1,0,0
browsing,20130205:085334,20130205:085336,1,0,0
browsing,20130205:085336,20130205:085338,2,0,0
file operation,20130205:085338,20130205:085340,0,0,0
browsing,20130205:085340,20130205:085342,2,0,0
file operation,20130205:085342,20130205:085348,0,0,0
email,20130205:085348,20130205:085350,0,0,0
email,20130205:085350,20130205:085424,5,0,0
browsing,20130205:085424,20130205:085426,1,0,0
browsing,20130205:085426,20130205:085430,2,0,0
browsing,20130205:085430,20130205:085431,0,0,0
browsing,20130205:085431,20130205:085434,2,0,0
browsing,20130205:085434,20130205:085438,1,0,0
browsing,20130205:085438,20130205:085446,1,0,0
browsing,20130205:085446,20130205:085505,1,0,0
browsing,20130205:085505,20130205:085814,1,0,0
browsing,20130205:085835,20130205:085836,2,0,0
email,20130205:085836,20130205:085837,1,0,0
email,20130205:085837,20130205:085839,1,0,0
email,20130205:085839,20130205:085849,2,0,0
email,20130205:085849,20130205:085909,2,1,0
email,20130205:085909,20130205:085913,2,0,2
email,20130205:085913,20130205:085951,18,0,23
email,20130205:085951,20130205:090000,1,0,0
email,20130205:090000,20130205:090254,0,0,0
email,20130205:090338,20130205:090340,2,0,0
browsing,20130205:090340,20130205:090351,1,0,0
email,20130205:090351,20130205:090355,1,0,0
browsing,20130205:090355,20130205:090357,1,0,0
file operation,20130205:090357,20130205:090358,1,0,0
email,20130205:090358,20130205:090411,4,0,0
browsing,20130205:090411,20130205:090413,2,1,0
browsing,20130205:090413,20130205:090414,0,0,0
browsing,20130205:090414,20130205:090415,1,0,0
browsing,20130205:090415,20130205:090417,1,0,0
browsing,20130205:090417,20130205:090423,1,0,0
browsing,20130205:090423,20130205:090432,1,0,0
browsing,20130205:090432,20130205:090449,3,0,2
browsing,20130205:090449,20130205:090500,2,0,1
